7.205e+04,7.797e+04,5.734e+04,4.460e+04,4.384e+04,3.276e+04,1.824e+04,1.992e+04,2.194e+04,1.746e+04,1.534e+04,1.578e+04,1.407e+04,1.195e+04,8.919e+03,7.916e+03,6.296e+03,6.842e+03
9.140e+03,6.051e+03,6.044e+03,6.680e+03,5.702e+03,5.669e+03,3.961e+03,4.262e+03,5.514e+03,4.635e+03,4.861e+03,5.929e+03,5.057e+03,4.972e+03,4.479e+03,4.796e+03,4.342e+03,4.863e+03
5.986e+03,5.083e+03,5.103e+03,5.408e+03,4.584e+03,4.760e+03,3.598e+03,3.716e+03,4.700e+03,3.932e+03,4.194e+03,5.421e+03,4.471e+03,4.301e+03,3.723e+03,4.194e+03,4.108e+03,4.252e+03
5.613e+03,4.436e+03,4.317e+03,4.774e+03,4.027e+03,4.259e+03,2.787e+03,3.048e+03,4.247e+03,3.464e+03,3.724e+03,4.724e+03,3.944e+03,3.891e+03,3.456e+03,3.894e+03,3.578e+03,3.720e+03
4.951e+03,3.803e+03,4.053e+03,4.374e+03,3.735e+03,3.803e+03,2.712e+03,2.947e+03,3.859e+03,3.093e+03,3.361e+03,4.420e+03,3.586e+03,3.347e+03,3.023e+03,3.353e+03,3.330e+03,3.200e+03
4.524e+03,3.651e+03,3.565e+03,4.074e+03,3.534e+03,3.309e+03,2.234e+03,2.610e+03,3.568e+03,2.670e+03,2.957e+03,3.869e+03,3.253e+03,3.021e+03,2.632e+03,3.015e+03,3.195e+03,2.836e+03
4.221e+03,3.219e+03,3.248e+03,3.673e+03,3.367e+03,3.085e+03,2.067e+03,2.280e+03,3.304e+03,2.622e+03,2.759e+03,3.719e+03,3.029e+03,2.816e+03,2.601e+03,2.955e+03,2.849e+03,2.720e+03
4.699e+03,3.489e+03,3.091e+03,3.687e+03,2.918e+03,2.846e+03,2.184e+03,2.241e+03,3.152e+03,2.589e+03,2.921e+03,3.844e+03,2.924e+03,2.790e+03,2.463e+03,3.019e+03,2.743e+03,2.653e+03
3.747e+03,3.009e+03,2.903e+03,3.455e+03,3.104e+03,2.757e+03,1.917e+03,2.347e+03,2.872e+03,2.286e+03,2.482e+03,3.367e+03,2.596e+03,2.412e+03,2.215e+03,2.475e+03,2.977e+03,2.744e+03
3.559e+03,2.691e+03,2.812e+03,3.125e+03,2.476e+03,2.476e+03,1.784e+03,1.841e+03,2.622e+03,2.176e+03,2.309e+03,3.166e+03,2.482e+03,2.237e+03,2.078e+03,2.406e+03,2.523e+03,2.320e+03
3.210e+03,2.316e+03,2.427e+03,2.772e+03,2.379e+03,2.345e+03,1.602e+03,1.622e+03,2.453e+03,2.077e+03,2.275e+03,3.086e+03,2.304e+03,2.012e+03,1.929e+03,2.350e+03,2.441e+03,2.212e+03
3.041e+03,2.340e+03,2.241e+03,2.647e+03,2.329e+03,2.159e+03,1.453e+03,1.591e+03,2.183e+03,1.791e+03,1.793e+03,2.769e+03,2.182e+03,1.931e+03,1.767e+03,1.882e+03,2.183e+03,2.135e+03
2.922e+03,2.139e+03,2.090e+03,2.644e+03,2.060e+03,1.842e+03,1.342e+03,1.455e+03,2.118e+03,1.547e+03,1.693e+03,2.428e+03,1.907e+03,1.683e+03,1.537e+03,1.946e+03,1.953e+03,1.965e+03
2.579e+03,1.769e+03,1.980e+03,2.171e+03,1.847e+03,1.693e+03,1.208e+03,1.298e+03,1.890e+03,1.478e+03,1.595e+03,2.137e+03,1.623e+03,1.493e+03,1.335e+03,1.704e+03,1.865e+03,1.757e+03
2.410e+03,1.649e+03,1.871e+03,2.008e+03,1.687e+03,1.536e+03,1.145e+03,1.184e+03,1.737e+03,1.409e+03,1.582e+03,1.943e+03,1.593e+03,1.508e+03,1.380e+03,1.578e+03,1.760e+03,1.581e+03
2.329e+03,1.550e+03,1.859e+03,1.831e+03,1.729e+03,1.444e+03,1.079e+03,1.294e+03,1.707e+03,1.275e+03,1.380e+03,1.813e+03,1.513e+03,1.495e+03,1.296e+03,1.451e+03,1.725e+03,1.604e+03
2.228e+03,1.546e+03,1.699e+03,1.756e+03,1.630e+03,1.358e+03,1.050e+03,1.115e+03,1.733e+03,1.268e+03,1.334e+03,1.671e+03,1.415e+03,1.356e+03,1.224e+03,1.403e+03,1.498e+03,1.427e+03
2.216e+03,1.367e+03,1.642e+03,1.730e+03,1.627e+03,1.498e+03,1.196e+03,1.157e+03,1.586e+03,1.329e+03,1.358e+03,1.713e+03,1.362e+03,1.292e+03,1.210e+03,1.355e+03,1.407e+03,1.354e+03
2.079e+03,1.304e+03,1.591e+03,1.662e+03,1.552e+03,1.217e+03,1.061e+03,1.128e+03,1.470e+03,1.119e+03,1.158e+03,1.562e+03,1.259e+03,1.198e+03,1.083e+03,1.240e+03,1.370e+03,1.254e+03
1.931e+03,1.210e+03,1.582e+03,1.468e+03,1.370e+03,1.238e+03,1.057e+03,1.057e+03,1.503e+03,1.098e+03,1.084e+03,1.648e+03,1.362e+03,1.205e+03,1.050e+03,1.228e+03,1.276e+03,1.257e+03
1.884e+03,1.198e+03,1.476e+03,1.428e+03,1.401e+03,1.448e+03,1.138e+03,1.146e+03,1.434e+03,1.023e+03,1.110e+03,1.559e+03,1.242e+03,1.095e+03,1.027e+03,1.144e+03,1.313e+03,1.203e+03
1.732e+03,1.119e+03,1.440e+03,1.349e+03,1.268e+03,1.156e+03,9.395e+02,9.602e+02,1.376e+03,9.948e+02,1.045e+03,1.519e+03,1.161e+03,1.116e+03,1.021e+03,1.131e+03,1.224e+03,1.117e+03
1.688e+03,1.110e+03,1.425e+03,1.292e+03,1.305e+03,1.011e+03,8.850e+02,9.928e+02,1.312e+03,9.432e+02,9.962e+02,1.354e+03,1.100e+03,1.109e+03,9.158e+02,1.052e+03,1.202e+03,1.046e+03
1.651e+03,1.158e+03,1.425e+03,1.276e+03,1.293e+03,1.086e+03,8.501e+02,9.184e+02,1.352e+03,9.480e+02,9.603e+02,1.447e+03,1.089e+03,1.019e+03,8.919e+02,1.036e+03,1.150e+03,1.037e+03
1.565e+03,1.044e+03,1.338e+03,1.206e+03,1.252e+03,9.814e+02,8.197e+02,9.084e+02,1.207e+03,8.977e+02,9.218e+02,1.367e+03,1.089e+03,1.139e+03,9.115e+02,9.789e+02,1.102e+03,9.787e+02
1.484e+03,1.071e+03,1.375e+03,1.176e+03,1.193e+03,1.064e+03,8.120e+02,8.533e+02,1.240e+03,9.031e+02,8.781e+02,1.353e+03,1.099e+03,9.872e+02,8.707e+02,9.525e+02,1.051e+03,9.248e+02
1.540e+03,1.058e+03,1.282e+03,1.092e+03,1.085e+03,9.351e+02,7.529e+02,8.142e+02,1.140e+03,8.194e+02,8.724e+02,1.271e+03,9.215e+02,9.420e+02,8.048e+02,9.021e+02,9.979e+02,9.014e+02
1.435e+03,9.246e+02,1.209e+03,1.067e+03,1.071e+03,9.612e+02,7.420e+02,8.323e+02,1.214e+03,8.467e+02,8.886e+02,1.295e+03,9.385e+02,9.337e+02,8.206e+02,9.556e+02,1.075e+03,9.137e+02
1.413e+03,9.602e+02,1.245e+03,1.099e+03,1.048e+03,8.886e+02,7.565e+02,8.573e+02,1.183e+03,8.156e+02,8.314e+02,1.304e+03,1.008e+03,9.169e+02,7.980e+02,8.931e+02,9.969e+02,8.715e+02
1.387e+03,9.178e+02,1.143e+03,1.075e+03,1.106e+03,8.999e+02,6.954e+02,7.985e+02,1.047e+03,7.752e+02,7.756e+02,1.187e+03,9.366e+02,9.281e+02,7.722e+02,8.381e+02,9.645e+02,8.830e+02
1.321e+03,8.840e+02,1.159e+03,1.014e+03,1.069e+03,8.941e+02,7.136e+02,7.953e+02,9.710e+02,7.895e+02,8.418e+02,1.179e+03,8.523e+02,8.906e+02,7.857e+02,7.756e+02,9.324e+02,8.456e+02
1.280e+03,8.009e+02,1.092e+03,9.656e+02,1.003e+03,8.184e+02,7.036e+02,7.865e+02,9.338e+02,7.261e+02,7.824e+02,1.158e+03,8.623e+02,8.785e+02,7.368e+02,7.860e+02,9.103e+02,8.457e+02
1.293e+03,8.951e+02,1.290e+03,9.866e+02,1.045e+03,1.049e+03,7.804e+02,7.907e+02,1.035e+03,8.252e+02,8.616e+02,1.292e+03,9.359e+02,8.745e+02,7.475e+02,8.769e+02,9.225e+02,8.728e+02
1.309e+03,8.229e+02,1.131e+03,1.070e+03,1.018e+03,8.165e+02,6.626e+02,7.769e+02,9.574e+02,7.362e+02,7.486e+02,1.138e+03,7.708e+02,8.102e+02,7.197e+02,7.943e+02,8.616e+02,8.025e+02
1.214e+03,8.025e+02,1.071e+03,9.545e+02,1.004e+03,8.122e+02,6.216e+02,7.400e+02,9.262e+02,7.216e+02,7.715e+02,1.124e+03,8.105e+02,7.874e+02,7.043e+02,7.468e+02,8.274e+02,7.869e+02
1.215e+03,8.003e+02,1.074e+03,9.434e+02,9.622e+02,7.888e+02,6.228e+02,7.270e+02,9.114e+02,7.235e+02,7.659e+02,1.109e+03,8.044e+02,8.454e+02,7.390e+02,7.717e+02,8.721e+02,8.029e+02
1.198e+03,7.696e+02,1.094e+03,9.291e+02,9.733e+02,8.570e+02,6.710e+02,7.579e+02,8.770e+02,7.267e+02,8.094e+02,1.129e+03,7.758e+02,8.061e+02,6.885e+02,7.507e+02,8.124e+02,7.742e+02
1.200e+03,7.901e+02,1.054e+03,9.133e+02,1.009e+03,8.891e+02,6.376e+02,7.395e+02,9.381e+02,7.071e+02,7.998e+02,1.175e+03,8.034e+02,8.039e+02,7.075e+02,8.141e+02,9.072e+02,8.132e+02
1.206e+03,7.991e+02,1.039e+03,9.159e+02,9.888e+02,7.754e+02,6.106e+02,7.083e+02,8.582e+02,6.999e+02,7.638e+02,1.210e+03,7.676e+02,7.947e+02,7.308e+02,7.427e+02,8.318e+02,7.736e+02
1.153e+03,7.620e+02,1.012e+03,8.903e+02,9.402e+02,7.288e+02,6.040e+02,7.016e+02,8.477e+02,6.812e+02,7.274e+02,1.119e+03,7.581e+02,7.625e+02,6.714e+02,7.555e+02,8.619e+02,7.602e+02
1.138e+03,7.446e+02,9.938e+02,8.493e+02,9.437e+02,7.631e+02,5.915e+02,6.863e+02,8.349e+02,6.864e+02,7.466e+02,1.079e+03,7.457e+02,7.644e+02,6.626e+02,7.318e+02,8.185e+02,7.557e+02
1.117e+03,7.380e+02,9.537e+02,8.635e+02,9.507e+02,7.510e+02,5.782e+02,6.858e+02,8.614e+02,6.983e+02,7.733e+02,1.128e+03,7.480e+02,8.164e+02,6.756e+02,7.658e+02,8.489e+02,7.811e+02
1.111e+03,7.661e+02,1.031e+03,8.803e+02,9.366e+02,7.899e+02,6.327e+02,7.045e+02,8.492e+02,7.106e+02,7.434e+02,1.074e+03,7.276e+02,7.355e+02,6.547e+02,7.429e+02,7.735e+02,7.382e+02
1.086e+03,7.289e+02,1.007e+03,8.837e+02,9.563e+02,7.381e+02,5.842e+02,6.904e+02,7.988e+02,6.683e+02,7.150e+02,1.091e+03,7.454e+02,7.466e+02,6.620e+02,7.345e+02,7.966e+02,7.680e+02
1.076e+03,7.785e+02,1.016e+03,8.674e+02,9.109e+02,7.359e+02,5.850e+02,7.015e+02,8.589e+02,6.630e+02,7.197e+02,1.129e+03,7.760e+02,7.692e+02,6.895e+02,7.431e+02,8.271e+02,7.583e+02
1.051e+03,7.277e+02,9.664e+02,8.974e+02,8.869e+02,7.181e+02,5.890e+02,6.646e+02,8.250e+02,6.352e+02,6.906e+02,1.043e+03,7.630e+02,7.688e+02,6.826e+02,7.543e+02,8.049e+02,7.601e+02
1.040e+03,7.372e+02,9.740e+02,8.711e+02,9.286e+02,8.190e+02,5.933e+02,7.383e+02,8.173e+02,6.773e+02,7.390e+02,1.059e+03,7.247e+02,7.626e+02,6.522e+02,7.368e+02,8.024e+02,7.277e+02
1.055e+03,7.698e+02,1.042e+03,9.017e+02,9.055e+02,7.159e+02,5.914e+02,6.979e+02,8.565e+02,7.005e+02,7.364e+02,1.089e+03,8.443e+02,8.553e+02,6.799e+02,8.242e+02,9.379e+02,8.504e+02
1.059e+03,8.202e+02,1.082e+03,9.264e+02,9.317e+02,8.426e+02,6.134e+02,7.229e+02,9.441e+02,7.627e+02,8.151e+02,1.160e+03,7.954e+02,7.907e+02,6.915e+02,7.732e+02,8.197e+02,7.947e+02
1.073e+03,7.624e+02,9.393e+02,8.557e+02,9.288e+02,7.432e+02,5.678e+02,6.878e+02,7.987e+02,6.457e+02,6.984e+02,1.062e+03,7.057e+02,7.547e+02,6.551e+02,6.954e+02,7.625e+02,7.310e+02
